year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1994,48-49,118378,149991,3312333,3264445,22877,15.485,18366,12.432,519684,166596,353088,5.103,15.92,425466,153258,272208,4.695,13.033,94218,2.886,26.067,13025,13316,77909
1994,51,54358,91639,2701695,2689239,12387,13.708,9830,10.879,425579,144616,280963,5.378,15.825,403116,142487,260629,5.298,14.99,22463,0.835,29.98,5133,5315,38908
1994,52,179282,344098,5357872,5299471,43672,12.878,33718,9.943,993519,429004,564515,8.095,18.748,869910,360547,509363,6.803,16.415,123609,2.332,32.83,14947,15601,94382
1994,53,202001,239836,1645508,1629557,32105,13.534,26870,11.327,345862,148506,197356,9.113,21.224,316633,127030,189603,7.795,19.431,29229,1.794,38.861,19291,19921,83423
1994,54,463392,501906,4965024,4902949,67574,13.693,50745,10.283,888611,306955,581656,6.261,18.124,762457,261933,500524,5.342,15.551,126154,2.573,31.102,36765,37170,162179
1994,55,28442,51413,3149787,3165915,4797,9.316,4953,9.619,472580,143112,329468,4.52,14.927,505833,149910,355923,4.735,15.977,-33253,-1.05,29.854,951,1004,12657
1994,56,230236,263906,5589737,5377735,43895,16.979,33126,12.814,1476920,463717,1013203,8.623,27.464,1052971,380501,672470,7.075,19.58,423949,7.883,39.16,24951,25319,244135
1994,61,45180,50587,2079127,2053199,6299,12.699,4329,8.727,198967,36953,162014,1.8,9.691,147379,32352,115027,1.576,7.178,51588,2.513,14.356,3118,3278,24248
1994,62,478233,568238,11994513,11855991,49097,8.716,39268,6.971,1346665,426571,920094,3.598,11.359,1069093,345940,723153,2.918,9.017,277572,2.341,18.035,29241,30138,216146
1994,71,68107,73572,1270795,1242642,10454,14.451,7995,11.052,250977,92275,158702,7.426,20.197,194626,62569,132057,5.035,15.662,56351,4.535,31.325,5951,6068,45169
1994,72,343411,451975,8536346,8404903,61409,13.699,53990,12.044,1653573,865760,787813,10.301,19.674,1389292,575727,813565,6.85,16.53,264281,3.144,33.059,39641,40961,382460
1994,81,589076,645035,4731459,4703412,61352,9.561,54652,8.517,751221,239810,511411,5.099,15.972,692872,214709,478163,4.565,14.731,58349,1.241,29.463,39128,39918,145256
1995,11,21921,22474,187676,187570,3379,15.226,2815,12.685,40912,14825,26087,7.904,21.812,40735,14607,26128,7.788,21.717,177,0.094,43.435,2099,2102,10850
1995,21,18611,23309,486382,487190,2267,9.619,2784,11.813,82338,24132,58206,4.953,16.901,84133,30057,54076,6.169,17.269,-1795,-0.368,33.801,1832,1849,13214
1995,22,6127,14499,721072,731683,973,6.797,605,4.226,42669,15057,27612,2.058,5.832,64258,6369,57889,0.87,8.782,-21589,-2.951,11.663,239,241,1276
1995,23,541747,548071,5082044,4916032,88405,16.459,66509,12.382,1266790,359513,907277,7.313,25.769,934202,296631,637571,6.034,19.003,332588,6.765,38.006,49943,50017,229932
1995,31-33,295538,342272,16451241,16234919,30193,8.855,27603,8.095,1869060,406435,1462625,2.503,11.513,1432581,440978,991603,2.716,8.824,436479,2.689,17.648,21229,21362,214347
1995,42,305579,388833,5231717,5125894,41676,10.815,34690,9.002,845816,256603,589213,5.006,16.501,635254,229116,406138,4.47,12.393,210562,4.108,24.786,24222,25010,136779
1995,44-45,694917,1055069,13549496,13304247,108336,10.29,103814,9.861,2143496,902098,1241398,6.781,16.111,1650516,661054,989462,4.969,12.406,492980,3.705,24.812,64878,68701,302753
1995,48-49,123627,156468,3493752,3401757,24508,15.986,18195,11.868,590278,182034,408244,5.351,17.352,408338,142331,266007,4.184,12.004,181940,5.348,24.007,13306,13547,79991
1995,51,57111,95389,2820318,2762791,13556,14.5,9761,10.441,481500,186161,295339,6.738,17.428,367953,115484,252469,4.18,13.318,113547,4.11,26.636,5278,5454,47098
1995,52,180804,351520,5299776,5325432,38423,11.048,30943,8.897,743374,287263,456111,5.394,13.959,790972,248248,542724,4.662,14.853,-47598,-0.894,27.918,14408,15641,92392
1995,53,204271,245221,1698113,1669568,32791,13.521,27396,11.296,358195,154299,203896,9.242,21.454,300558,119577,180981,7.162,18.002,57637,3.452,36.004,20100,20747,83394
1995,54,482808,523348,5181137,5073001,72390,14.121,50981,9.945,950516,331949,618567,6.543,18.737,735678,243176,492502,4.794,14.502,214838,4.235,29.004,37187,37618,150050
1995,55,28613,51859,3212179,3179463,4915,9.521,4440,8.601,525386,170333,355053,5.357,16.524,460977,129280,331697,4.066,14.499,64409,2.026,28.997,1003,1039,14758
1995,56,242069,278092,6100030,5846288,47429,17.501,33262,12.273,1598382,577707,1020675,9.882,27.34,1086872,363976,722896,6.226,18.591,511510,8.749,37.182,25340,25839,239105
1995,61,47236,52897,2130851,2103739,6555,12.665,4271,8.252,198263,39974,158289,1.9,9.424,143890,29150,114740,1.386,6.84,54373,2.585,13.679,3190,3297,22173
1995,62,481287,578237,12312142,12140890,51380,8.964,41273,7.201,1474182,500328,973854,4.121,12.142,1132147,377771,754376,3.112,9.325,342035,2.817,18.65,31052,32037,249812
1995,71,70538,76307,1339346,1301132,10670,14.239,7924,10.575,266395,103159,163236,7.928,20.474,189818,58670,131148,4.509,14.589,76577,5.885,29.177,5896,5988,41595
1995,72,349953,463195,8832770,8677405,65256,14.261,54044,11.811,1766210,919881,846329,10.601,20.354,1458827,607655,851172,7.003,16.812,307383,3.542,33.624,39552,40933,390143
1995,81,598040,654787,4886264,4811812,63061,9.702,53472,8.227,781420,252738,528682,5.252,16.24,630373,199968,430405,4.156,13.101,151047,3.139,26.201,39342,40263,146535
1996,11,22049,22647,188451,188250,3192,14.145,3031,13.431,38479,13644,24835,7.248,20.44,38135,12357,25778,6.564,20.258,344,0.183,40.515,2287,2293,8894
1996,21,17914,22615,468010,473822,2171,9.492,2684,11.735,73773,18567,55206,3.919,15.57,85426,34151,51275,7.208,18.029,-11653,-2.459,31.14,1821,1854,17176
1996,22,6197,14956,692315,706552,1195,8.11,752,5.104,50096,25043,25053,3.544,7.09,78434,8549,69885,1.21,11.101,-28338,-4.011,14.18,257,265,1608
1996,23,553076,559483,5211870,5129358,81879,14.781,70842,12.788,1188361,337366,850995,6.577,23.168,1024232,307141,717091,5.988,19.968,164129,3.2,39.936,53069,53119,239238
1996,31-33,294580,341261,16158107,16244486,28491,8.348,28539,8.362,1581964,406947,1175017,2.505,9.738,1755183,505554,1249629,3.112,10.805,-173219,-1.066,19.477,21839,22078,246731
1996,42,308501,393310,5243879,5209049,43111,11.038,37619,9.632,811488,256363,555125,4.921,15.578,741332,265922,475410,5.105,14.232,70156,1.347,28.463,25784,26585,157837
1996,44-45,684259,1049638,13641977,13533614,107456,10.261,102622,9.799,2087134,880328,1206806,6.505,15.422,1880650,654996,1225654,4.84,13.896,206484,1.526,27.792,66977,70406,329669
1996,48-49,126803,160198,3604908,3548351,23862,15.076,20024,12.651,585187,188327,396860,5.307,16.492,472042,188028,284014,5.299,13.303,113145,3.189,26.606,14320,14607,85944
1996,51,59881,99327,2885672,2839335,15701,16.133,11697,12.018,526394,211911,314483,7.463,18.539,435064,152922,282142,5.386,15.323,91330,3.217,30.645,5909,6169,51470
1996,52,184314,359625,5411615,5344314,39245,11.048,30437,8.568,861604,330148,531456,6.178,16.122,725506,233562,491944,4.37,13.575,136098,2.547,27.151,13604,14693,74142
1996,53,205003,247425,1666524,1672840,30969,12.583,28349,11.519,325001,133042,191959,7.953,19.428,334692,125701,208991,7.514,20.007,-9691,-0.579,38.856,20268,21138,87987
1996,54,501058,543706,5444290,5337729,74653,13.997,53949,10.115,1003107,353697,649410,6.626,18.793,791075,264452,526623,4.954,14.82,212032,3.972,29.641,39762,40204,166086
1996,55,28280,51971,3218733,3207606,4813,9.296,4420,8.537,512897,150638,362259,4.696,15.99,490481,123261,367220,3.843,15.291,22416,0.699,30.582,1013,1065,15885
1996,56,243238,281596,6315637,6118053,46966,17,36305,13.141,1654190,580798,1073392,9.493,27.038,1262737,419253,843484,6.853,20.64,391453,6.398,41.279,27185,27561,257664
1996,61,48978,54800,2110218,2097608,6826,12.682,4874,9.055,186572,42774,143798,2.039,8.895,161885,41208,120677,1.965,7.718,24687,1.177,15.435,3692,3773,30645
1996,62,479916,583350,12396220,12295396,52084,8.98,45333,7.816,1478675,536341,942334,4.362,12.026,1274116,421753,852363,3.43,10.363,204559,1.664,20.725,33027,34181,257609
1996,71,72074,78005,1380311,1352660,10535,13.7,8324,10.825,264222,100077,164145,7.399,19.534,209005,61607,147398,4.555,15.451,55217,4.082,30.903,6247,6307,46890
1996,72,354621,472484,9013526,8909946,65258,13.958,55385,11.846,1721633,942269,779364,10.575,19.323,1513966,625017,888949,7.015,16.992,207667,2.331,33.984,40935,42170,405934
1996,81,605030,663290,4990334,4928184,63231,9.599,54137,8.218,780112,252864,527248,5.131,15.83,653366,204434,448932,4.148,13.258,126746,2.572,26.515,39942,40748,148568
1997,11,22077,22695,195650,193038,2979,13.113,3026,13.32,43677,15617,28060,8.09,22.626,38371,14447,23924,7.484,19.877,5306,2.749,39.755,2262,2272,10047
1997,21,17653,22293,481543,474584,2433,10.873,2600,11.619,103167,36419,66748,7.674,21.738,88374,38753,49621,8.166,18.621,14793,3.117,37.243,1595,1619,13499
1997,22,6146,14883,686778,694756,911,6.121,909,6.108,54373,18167,36206,2.615,7.826,69865,12466,57399,1.794,10.056,-15492,-2.23,15.652,310,314,2612
1997,23,570101,576161,5511653,5361754,84221,14.799,70097,12.317,1310651,348674,961977,6.503,24.444,1011698,338282,673416,6.309,18.869,298953,5.576,37.738,52666,52736,249151
1997,31-33,293155,338604,16319903,16261739,27978,8.241,29780,8.772,1775386,406663,1368723,2.501,10.918,1654441,574325,1080116,3.532,10.174,120945,0.744,20.348,22147,22367,252443
1997,42,312304,395138,5360660,5298701,41649,10.54,41693,10.551,926888,267520,659368,5.049,17.493,803639,318550,485089,6.012,15.167,123249,2.326,30.333,26552,27441,161817
1997,44-45,672473,1038369,13930514,13783245,109500,10.509,116595,11.19,2347118,900322,1446796,6.532,17.029,2056251,765631,1290620,5.555,14.918,290867,2.11,29.837,69100,74206,355872
1997,48-49,130212,164275,3744755,3690972,24869,15.274,21959,13.487,643408,220727,422681,5.98,17.432,536955,196097,340858,5.313,14.548,106453,2.884,29.096,15281,15556,99098
1997,51,61803,101977,3010443,2957189,15139,15.01,12900,12.79,598293,224579,373714,7.594,20.232,490217,182777,307440,6.181,16.577,108076,3.655,33.154,6769,6999,63045
1997,52,190960,369676,5627874,5556626,49123,13.444,40537,11.094,1124369,454662,669707,8.182,20.235,974716,439784,534932,7.915,17.542,149653,2.693,35.083,13928,14859,81617
1997,53,206705,253994,1738873,1704573,34220,13.594,29695,11.796,397676,162337,235339,9.524,23.33,329746,147050,182696,8.627,19.345,67930,3.985,38.69,20866,21581,98141
1997,54,518169,561613,5628632,5493987,80119,14.52,60451,10.956,1178469,399565,778904,7.273,21.45,908826,350919,557907,6.387,16.542,269643,4.908,33.084,43304,43909,203890
1997,55,27879,50527,3210191,3221014,5057,9.872,6454,12.599,602500,170667,431833,5.299,18.705,620496,232528,387968,7.219,19.264,-17996,-0.559,37.411,1294,1396,23486
1997,56,252406,294909,6995685,6731844,50252,17.336,40177,13.86,1987855,725950,1261905,10.784,29.529,1458131,517226,940905,7.683,21.66,529724,7.869,43.32,28987,29397,294167
1997,61,50213,56363,2198625,2158070,6812,12.269,5126,9.233,226599,43955,182644,2.037,10.5,145031,34079,110952,1.579,6.72,81568,3.78,13.441,3782,3836,24801
1997,62,481629,595716,12796153,12661843,60019,10.158,50295,8.512,1894678,681474,1213204,5.382,14.964,1624737,573040,1051697,4.526,12.832,269941,2.132,25.664,34505,35694,322329
1997,71,74846,80932,1510150,1481340,10432,12.992,9160,11.408,285361,101096,184265,6.825,19.264,228632,85419,143213,5.766,15.434,56729,3.83,30.868,6629,6686,59299
1997,72,357497,481305,9230292,9144017,69043,14.457,61615,12.901,1875630,996231,879399,10.895,20.512,1697538,695712,1001826,7.608,18.564,178092,1.948,37.129,44002,45531,437551
1997,81,599283,656255,4918066,4868993,61956,9.46,59234,9.045,799209,244982,554227,5.031,16.414,701948,252574,449374,5.187,14.417,97261,1.998,28.833,41850,42749,159513
1998,11,22157,22796,192320,194188,3117,13.698,3034,13.334,40786,15400,25386,7.93,21.003,44721,15222,29499,7.839,23.03,-3935,-2.026,42.007,2265,2265,9640
1998,21,17462,22161,488077,486026,2190,9.835,2405,10.8,91916,26643,65273,5.482,18.912,87844,30712,57132,6.319,18.074,4072,0.838,36.148,1507,1560,14797
1998,22,6177,15435,686108,686970,1395,9.203,841,5.548,67243,31747,35496,4.621,9.788,69235,10345,58890,1.506,10.078,-1992,-0.29,19.577,279,286,2041
1998,23,579232,585939,5770413,5660547,80363,13.828,70778,12.179,1290344,357612,932732,6.318,22.795,1069680,319237,750443,5.64,18.897,220664,3.898,37.794,51916,51957,231478
1998,31-33,295008,341484,16683195,16563409,27595,8.094,26448,7.758,1789334,435750,1353584,2.631,10.803,1548675,445659,1103016,2.691,9.35,240659,1.453,18.7,19452,19665,210853
1998,42,313322,397382,5567290,5497893,39748,10.008,39273,9.889,919083,279833,639250,5.09,16.717,776315,285171,491144,5.187,14.12,142768,2.597,28.24,26029,26942,151644
1998,44-45,675915,1043879,14332725,14175399,98577,9.445,98273,9.416,2167274,812589,1354685,5.732,15.289,1846153,628126,1218027,4.431,13.024,321121,2.265,26.047,60005,63535,297451
1998,48-49,133875,169795,3913642,3839704,25288,15.116,20285,12.125,652485,233981,418504,6.094,16.993,505968,166200,339768,4.328,13.177,146517,3.816,26.355,14304,14649,83796
1998,51,63086,107792,3191619,3107936,17820,16.975,12188,11.61,665672,262551,403121,8.448,21.418,494218,195574,298644,6.293,15.902,171454,5.517,31.804,6435,6718,57513
1998,52,197056,383429,5831382,5760432,47790,12.667,35493,9.408,1074390,381150,693240,6.617,18.651,941203,317863,623340,5.518,16.339,133187,2.312,32.678,13279,14036,75005
1998,53,209388,257924,1818139,1792110,31718,12.369,28733,11.205,389399,150993,238406,8.425,21.729,336325,141619,194706,7.902,18.767,53074,2.962,37.534,18860,20115,88890
1998,54,542613,589106,6205599,5956907,84553,14.665,59433,10.308,1352241,498299,853942,8.365,22.7,851340,291555,559785,4.894,14.292,500901,8.409,28.583,41205,41600,167246
1998,55,28105,51077,3293946,3259200,5436,10.657,5296,10.383,616710,172943,443767,5.306,18.922,547348,173095,374253,5.311,16.794,69362,2.128,33.588,1116,1187,16567
1998,56,257813,304972,7709115,7402736,47604,15.857,38060,12.678,2025565,686905,1338660,9.279,27.362,1407845,501431,906414,6.774,19.018,617720,8.344,38.036,27476,27973,247852
1998,61,51769,57984,2335322,2291334,6540,11.426,5050,8.823,244595,50373,194222,2.198,10.675,156091,35855,120236,1.565,6.812,88504,3.863,13.624,3583,3626,21729
1998,62,486946,605506,13603842,13444952,53110,8.819,46521,7.725,1718643,553794,1164849,4.119,12.783,1399377,445827,953550,3.316,10.408,319266,2.375,20.816,31607,32680,247257
1998,71,76550,82798,1569721,1541930,10395,12.674,8833,10.77,285743,98110,187633,6.363,18.532,229014,77237,151777,5.009,14.852,56729,3.679,29.705,6103,6205,49394
1998,72,360693,484127,9455413,9371467,58068,12.014,56455,11.681,1783709,822678,961032,8.779,19.033,1610212,655273,954939,6.992,17.182,173497,1.851,34.364,37751,38865,360053
1998,81,605471,664425,5041209,4996758,61319,9.274,54853,8.296,787962,253120,534842,5.066,15.769,695576,215662,479914,4.316,13.921,92386,1.849,27.841,38422,39365,140307
1999,11,22031,22654,190341,189284,2903,12.825,2866,12.662,39283,11970,27313,6.324,20.753,37240,13158,24082,6.951,19.674,2043,1.079,39.348,2112,2114,9283
1999,21,16508,21277,444398,466581,1864,8.582,2749,12.657,58910,19837,39073,4.252,12.626,102748,32455,70293,6.956,22.021,-43838,-9.396,25.252,1711,1751,14329
1999,22,6161,15947,660930,667837,1544,9.838,1040,6.626,66148,29284,36864,4.385,9.905,79322,19711,59611,2.951,11.877,-13174,-1.973,19.81,281,303,2284
1999,23,592224,599158,6165249,5962497,81522,13.767,67558,11.408,1417122,359039,1058083,6.022,23.767,1010972,328879,682093,5.516,16.956,406150,6.812,33.911,49743,49796,241609
1999,31-33,290610,337569,16404837,16550150,24317,7.163,28184,8.302,1559498,366316,1193182,2.213,9.423,1846421,539471,1306950,3.26,11.157,-286923,-1.734,18.846,20592,20803,243785
1999,42,310073,395568,5638372,5608291,36077,9.092,38538,9.712,841252,248863,592389,4.437,15,780488,293051,487437,5.225,13.917,60764,1.083,27.833,26123,27289,161457
1999,44-45,669346,1041327,14623662,14479321,96037,9.212,98507,9.449,2175232,849370,1325862,5.866,15.023,1882452,630212,1252240,4.352,13.001,292780,2.022,26.002,60919,64688,317761
1999,48-49,137188,173513,4057418,3974736,25050,14.603,21094,12.297,674789,242938,431851,6.112,16.977,507918,193557,314361,4.87,12.779,166871,4.198,25.557,14765,15125,92774
1999,51,64087,111405,3262221,3223657,18344,16.724,14903,13.587,673960,283447,390513,8.793,20.907,602707,256830,345877,7.967,18.696,71253,2.21,37.393,6862,7181,67731
1999,52,200786,390072,5922579,5895197,50536,13.06,44300,11.448,1109840,430925,678915,7.31,18.826,1068615,497805,570810,8.444,18.127,41225,0.699,36.254,14828,16371,102957
1999,53,211713,265525,1882711,1856919,35317,13.465,28855,11.001,392570,178492,214078,9.612,21.141,341017,145221,195796,7.821,18.365,51553,2.776,36.729,19763,20809,90431
1999,54,560015,610892,6580300,6410227,84297,14.037,63566,10.585,1341671,463158,878513,7.225,20.93,1000311,359577,640734,5.609,15.605,341360,5.325,31.21,44400,44962,194640
1999,55,28057,51670,3260426,3285155,6633,12.913,6026,11.731,564156,202401,361755,6.161,17.173,610889,214719,396170,6.536,18.595,-46733,-1.423,34.346,1263,1334,25062
1999,56,258421,307856,8213615,7972390,43615,14.245,40249,13.146,2117387,667520,1449867,8.373,26.559,1624782,544875,1079907,6.835,20.38,492605,6.179,40.76,28509,28984,295740
1999,61,52936,59462,2426413,2382598,6638,11.323,4958,8.458,241421,54614,186807,2.292,10.133,155135,33282,121853,1.397,6.511,86286,3.622,13.022,3568,3641,20780
1999,62,486402,608322,13715285,13678276,52918,8.72,49970,8.234,1645454,529422,1116032,3.871,12.03,1573233,589832,983401,4.312,11.502,72221,0.528,23.003,33006,34484,289944
1999,71,77719,84265,1616761,1589899,10097,12.078,8760,10.479,275591,82745,192846,5.204,17.334,219587,69050,150537,4.343,13.811,56004,3.522,27.623,6233,6305,47615
1999,72,360683,484405,9612844,9539430,56433,11.653,56216,11.608,1714617,847389,867228,8.883,17.974,1572487,648507,923980,6.798,16.484,142130,1.49,32.968,36934,38882,369517
1999,81,606339,665506,5133978,5092156,56966,8.57,55331,8.324,758609,231622,526987,4.549,14.898,675860,228344,447516,4.484,13.273,82749,1.625,26.545,38301,39161,144023
2000,11,21410,22003,189794,188133,2621,11.839,2893,13.067,38663,12438,26225,6.611,20.551,35545,12714,22831,6.758,18.894,3118,1.657,37.787,2103,2104,8804
2000,21,16312,21294,450014,450274,2129,9.99,2163,10.15,81060,25238,55822,5.605,18.002,82302,23753,58549,5.275,18.278,-1242,-0.276,36.005,1364,1394,9183
2000,22,6388,16562,654078,657208,1571,9.67,940,5.786,70463,31461,39002,4.787,10.722,77483,13817,63666,2.102,11.79,-7020,-1.068,21.443,312,328,2144
2000,23,600207,608088,6582324,6374663,78285,12.972,69121,11.453,1496541,375785,1120756,5.895,23.476,1080532,333601,746931,5.233,16.95,416009,6.526,33.901,50441,50510,243452
2000,31-33,285962,333380,16360782,16381120,23749,7.085,27397,8.173,1684645,384317,1300328,2.346,10.284,1722380,501253,1221127,3.06,10.514,-37735,-0.23,20.568,20079,20300,217103
2000,42,308777,396184,5829134,5754826,37566,9.48,37750,9.526,937648,296006,641642,5.144,16.293,790400,296914,493486,5.159,13.735,147248,2.559,27.469,25017,26112,152309
2000,44-45,666217,1040826,14925261,14783467,96400,9.257,97566,9.369,2212197,830367,1381830,5.617,14.964,1926235,786253,1139982,5.318,13.03,285962,1.934,26.059,58847,62649,321768
2000,48-49,138168,175966,4234650,4138095,24703,14.125,22550,12.894,726755,225102,501653,5.44,17.563,536182,208388,327794,5.036,12.957,190573,4.605,25.914,15690,16114,88252
2000,51,66502,118637,3575060,3475814,20536,17.825,13674,11.869,760509,331232,429277,9.53,21.88,559708,174281,385427,5.014,16.103,200801,5.777,32.206,7172,7849,74243
2000,52,202307,398939,6015454,5967927,51054,12.94,42285,10.717,1096456,443035,653421,7.424,18.372,1006051,354196,651855,5.935,16.858,90405,1.515,33.715,15867,17091,94054
2000,53,212017,268188,1945394,1918039,31142,11.661,28881,10.815,376690,148750,227940,7.755,19.639,319946,133676,186270,6.969,16.681,56744,2.958,33.362,19410,20381,78328
2000,54,571497,625815,6995735,6783018,82301,13.309,67487,10.913,1451324,496349,954975,7.318,21.396,1023190,371093,652097,5.471,15.085,428134,6.312,30.169,47136,47706,206601
2000,55,28252,53050,3340906,3307541,6448,12.311,5098,9.734,624562,211459,413103,6.393,18.883,563715,152244,411471,4.603,17.043,60847,1.84,34.087,1237,1396,20698
2000,56,258210,309918,9038174,8668842,42416,13.722,40784,13.194,2319226,650004,1669222,7.498,26.754,1587039,586645,1000394,6.767,18.307,732187,8.446,36.615,28055,28528,265646
2000,61,54398,61423,2544312,2491250,6777,11.186,5105,8.426,263273,58846,204427,2.362,10.568,156911,30516,126395,1.225,6.298,106362,4.269,12.597,3610,3683,20688
2000,62,489817,614445,14007991,13877833,54100,8.844,48621,7.948,1696734,540012,1156722,3.891,12.226,1436417,537189,899228,3.871,10.35,260317,1.876,20.701,30233,31718,251351
2000,71,78716,85336,1729967,1672856,9904,11.66,9110,10.725,319595,89151,230444,5.329,19.105,204820,68414,136406,4.09,12.244,114775,6.861,24.487,6285,6508,47379
2000,72,359505,485605,9893352,9760718,53667,11.067,52334,10.792,1719198,781438,937760,8.006,17.613,1452660,559236,893424,5.729,14.883,266538,2.731,29.765,36018,37872,343191
2000,81,606058,665894,5280782,5214944,55426,8.325,55152,8.284,790185,233755,556430,4.482,15.152,658979,220755,438224,4.233,12.636,131206,2.516,25.273,37381,38410,138418
2001,11,21869,22486,182703,187051,2659,11.769,2873,12.716,33585,10511,23074,5.619,17.955,42010,16221,25789,8.672,22.459,-8425,-4.504,35.91,2005,2006,10040
2001,21,16719,21806,480682,466640,2336,10.794,2008,9.278,89591,25306,64285,5.423,19.199,61544,21090,40454,4.52,13.189,28047,6.01,26.378,1225,1258,10081
2001,22,6523,16756,653122,655762,1496,8.952,1407,8.419,81894,35618,46276,5.432,12.488,87750,23508,64242,3.585,13.381,-5856,-0.893,24.977,299,341,3259
2001,23,597604,605761,6508888,6480955,75235,12.461,71240,11.799,1301584,345826,955758,5.336,20.083,1245171,382223,862948,5.898,19.213,56413,0.87,38.426,50269,50319,254581
2001,31-33,285116,332364,15835182,16127212,23980,7.17,28187,8.427,1471990,390123,1081867,2.419,9.127,2051462,625240,1426222,3.877,12.72,-579472,-3.593,18.255,20092,20369,255248
2001,42,305735,394977,5895480,5888584,38787,9.797,40672,10.273,943235,335560,607675,5.698,16.018,926437,366242,560195,6.22,15.733,16798,0.285,31.466,25199,26771,173305
2001,44-45,661951,1038010,14896227,14933475,93346,8.965,99822,9.587,2034147,790164,1243983,5.291,13.621,2118715,747886,1370829,5.008,14.188,-84568,-0.566,27.243,60961,66207,341972
2001,48-49,139173,177781,4217345,4233447,24834,13.998,24089,13.578,617703,217288,400415,5.133,14.591,649544,227925,421619,5.384,15.343,-31841,-0.752,29.182,16040,16827,105565
2001,51,65989,124779,3757661,3681157,23722,19.498,17490,14.376,803258,373846,429412,10.156,21.821,654387,302462,351925,8.216,17.777,148871,4.044,35.553,8045,8699,100622
2001,52,206565,398901,6184978,6114453,52157,13.049,53755,13.449,1273543,545348,728195,8.919,20.828,1113891,516388,597503,8.445,18.217,159652,2.611,36.435,16377,17762,101902
2001,53,213194,271771,1978107,1968517,33350,12.331,30710,11.355,375622,161710,213912,8.215,19.081,356648,152224,204424,7.733,18.118,18974,0.964,36.235,19073,19974,80961
2001,54,584277,640839,7269054,7125681,86331,13.61,73286,11.554,1501941,522096,979845,7.327,21.078,1214154,458603,755551,6.436,17.039,287787,4.039,34.078,49923,50475,238299
2001,55,28133,52373,3278473,3313405,5621,10.663,6309,11.968,581598,190934,390664,5.762,17.553,651176,242874,408302,7.33,19.653,-69578,-2.1,35.106,1307,1377,26654
2001,56,263319,317199,8925506,9038074,43931,13.938,39899,12.659,2041855,672039,1369816,7.436,22.592,2276299,744311,1531988,8.235,25.186,-234444,-2.594,45.183,26674,27199,282615
2001,61,54331,61439,2466756,2430370,6941,11.446,5343,8.811,241224,51443,189781,2.117,9.925,167400,41173,126227,1.694,6.888,73824,3.038,13.776,3664,3723,25755
2001,62,494400,623734,14278378,14123056,58099,9.401,46626,7.545,1711426,548419,1163007,3.883,12.118,1400119,526921,873198,3.731,9.914,311307,2.204,19.827,28636,30057,256483
2001,71,78701,85522,1743078,1728848,10072,11.834,9244,10.861,266736,87709,179027,5.073,15.429,239031,79654,159377,4.607,13.826,27705,1.603,27.652,6422,6496,49647
2001,72,362285,490920,9975389,9947153,57194,11.694,53514,10.942,1647544,790625,856919,7.948,16.563,1594857,625668,969189,6.29,16.033,52687,0.53,32.067,35599,37441,364539
2001,81,594931,655511,5246071,5215187,54072,8.243,55014,8.387,737243,220512,516731,4.228,14.136,675456,223665,451791,4.289,12.952,61787,1.185,25.903,37732,38463,141704
2002,11,21460,22141,181489,184973,2544,11.3,3289,14.609,34733,13446,21287,7.269,18.777,41776,14942,26834,8.078,22.585,-7043,-3.808,37.555,2237,2238,10386
2002,21,16616,22045,474114,482647,2588,11.787,2412,10.985,83225,33602,49623,6.962,17.243,101726,34458,67268,7.139,21.077,-18501,-3.833,34.487,1270,1284,11195
2002,22,6486,17403,667821,668217,1291,7.503,899,5.225,75022,36759,38263,5.501,11.227,76438,18462,57976,2.763,11.439,-1416,-0.212,22.454,338,338,2819
2002,23,590294,599304,6382232,6464341,80239,13.395,79631,13.294,1295418,413687,881731,6.4,20.039,1461485,417115,1044370,6.453,22.608,-166067,-2.569,40.079,51962,52081,273739
2002,31-33,283362,330524,14569415,15322876,24377,7.283,32791,9.796,1307129,455926,851203,2.975,8.531,2815599,769566,2046033,5.022,18.375,-1508470,-9.845,17.061,22520,22909,362882
2002,42,306505,398924,5805497,5948180,38643,9.593,46484,11.539,921596,334910,586686,5.63,15.494,1205065,448707,756358,7.544,20.259,-283469,-4.766,30.987,26405,27540,218379
2002,44-45,645907,1022514,14589508,14640246,108842,10.633,111101,10.853,2256974,999426,1257548,6.827,15.416,2368728,811896,1556832,5.546,16.18,-111754,-0.763,30.832,64153,70205,440977
2002,48-49,138644,177302,4037418,4117272,24184,13.577,25830,14.501,593388,232045,361343,5.636,14.412,751809,238952,512857,5.804,18.26,-158421,-3.848,28.824,16606,17058,114453
2002,51,63608,125128,3722454,3830871,21811,17.388,22434,17.884,783213,442184,341029,11.543,20.445,997602,347863,649739,9.081,26.041,-214389,-5.596,40.89,8427,8659,112933
2002,52,209547,414900,6438294,6358267,54397,13.349,39572,9.711,1267526,530589,736937,8.345,19.935,1101506,402670,698836,6.333,17.324,166020,2.611,34.648,16163,16952,110172
2002,53,219751,282367,1978858,1984515,36217,12.968,30032,10.754,381819,173308,208511,8.733,19.24,393996,147379,246617,7.426,19.854,-12177,-0.614,38.48,18511,19090,82522
